,PAD Hold Me Close,PAD Crystal Caves,PAD Cant You Hear The Bells,PAD A Pad 4 Your OP,PAD Clannad,CHORD Accordion,CHORD Panda Panda Panda,CHORD Eroge,CHORD Cross Rhode,CHORD Stoney Cat,CHORD Loli Trumpets,CHORD Sneek Sneek,CHORD Bubble Bath,CHORD Open Me Up,CHORD Bakayaro,CHORD Flower Bed,CHORD Racer,CHORD Cawfee Chords,CHORD Pizza Sauce,CHORD Panda XPress,BA Hardbass,BA FM Overdrive,BA 808sub,BA Cotton,BA Overdrive,BA Safety Sub,REF Analog_PWM_Mdc,REF Analog_Basic Mini,REF Spectral_Oddpass [SN],REF Spectral_Monster 1 [SL],REF Digital_Dull_toy,REF Digital_Dist Fwapper SQ,REF Analog_MiniBass,REF Digital_FMFM,REF Analog_PWM Juno,REF Analog_PWM Reso,REF Analog_BS2-Acid,REF Spectral_Solid Phase 2 [SL],REF Spectral_Trilobyte 1 [SL],REF Analog_Basic_Mdc,REF Digital_FFT_Animal 1,REF Digital_Scream,REF Spectral_Phase Werb [SL],REF Analog_Jno,REF Digital_GS-xello,REF Spectral_Squelchy 2 [SL],REF Analog_Basic_Cjw,REF Digital_Wraith,REF Digital_VintageSynth,REF Digital_DirtySaw,REF Vowel_Fred_Likes_Bass,REF Digital_Hoo,REF Digital_Yoy64,REF Digital_Reese,REF Spectral_Electric Guitar [SL],REF Spectral_Reesey Mess 1[SL],REF Digital_Misfits,REF Analog_MB Triangle(Metal),REF Digital_SSQ,REF Digital_Dist Sub Dskperc,REF Analog_PWM Restricted,REF Analog_BSOD_Square,REF Digital_Sludgecrank,REF Digital_bipole_harmonic,REF Spectral_Thin Thick [SL],REF Digital_Dist 8bit Fwap,REF Analog_MsAw,REF Analog_SawRoundedToSquare,REF Spectral_Squelchy FM 1 [SL],REF Spectral_Monster 6 [SL],REF Spectral_Squelchy 3[SL],REF Spectral_Monster 7 [SL],REF Digital_Weow,REF Vowel_Retro_Speaking,REF Analog_PWM MG,REF Digital_Debussy,REF Spectral_Light Metal 1 [SL],REF Analog_Acid,REF Digital_PWM Weird,REF Analog_DS Saw and Tri,REF Digital_Prime,REF Digital_Ring,REF Vowel_E_Yeah,REF Digital_Dist WaTech,REF Analog_Basic_McB,REF Digital_Dist d00t,REF Digital_CrushWub,REF Vowel_Native Curse,REF Vowel_SAM_Speaks,REF Spectral_Scount [SN],REF Vowel_DudaChoir,REF Digital_Tigra,REF Digital_Evol Sweep,REF Spectral_Bowed Metal [ML],REF Analog_PWM Maths,REF Analog_Sweep20,REF Analog_Basic_Wrd,REF Digital_Hypa,REF Analog_BS2-Subby Saw,REF Spectral_Reesey Mess 5 [SL],REF Spectral_Reesey Mess 4 [SL],REF Spectral_Squelchy 1 [SL],REF Analog_MATRIXY C64,REF Analog_Basic Mg,REF Spectral_Monster 8 [SL],REF Spectral_Monster 9 [SL],REF Digital_Evolution,REF Spectral_Creeper [SN],REF Analog_PWM C64,REF Digital_SubBass_1,REF Digital_Gritty,REF Digital_FM_Splat,REF Spectral_Solid Phase 1 [SL],REF Digital_Sharts,REF Spectral_Trilobyte 3 [SL],REF Spectral_Trilobyte 2 [SL],REF Analog_PWM LPF,REF Spectral_AlienSpectral [SN],REF Vowel_Allophones,REF Analog_PWM Trench,REF Spectral_Monster 2 [SL],REF Digital_FFT_SQUEAL,REF Spectral_Monster 3 [SL],REF Analog_PWM Inception,REF Vowel_SAM_SERUM,REF Analog_MsPw,REF Analog_SOR_SAW_Wrd,REF Digital_Anti-Stasis,REF Digital_Evol Longreece,REF Analog_PWM DS,REF Spectral_Gremlin [SN],REF Digital_Harmonic Subtle,REF Digital_FM_Freak,REF Digital_Dist C2,REF Digital_Razor,REF Analog_PWM MedicineHat,REF Spectral_Squelchy FM 2 [SL],REF Vowel_WahWah,REF Digital_Mario,REF Spectral_Monster 5 [SL],REF Spectral_Monster 4 [SL],REF Digital_PerfectSOSteps,REF Analog_MellowButInstable,REF Digital_Kream,REF Digital_PWM Electro,REF Digital_Dist Bass Dropper,REF Analog_BS2-Filthy,REF Analog_4088,REF Analog_PWM Genji,REF Spectral_Grimace [SN],REF Analog_SawRounded,REF Vowel_OOH_YAH_OO,REF Analog_Analog_BD_Sin,REF Analog_MB Saw,REF Digital_Voxu,REF Digital_Harmonic Morph,REF Spectral_Reesey Mess 2 [SL],REF Spectral_Reesey Mess 3 [SL],LD Essence [7S],LD Gamers [BR],LD Paradigm Drift [SN],LD Theremax [ASL],LD Hardstyle Lead [SN],LD 8bitcycle [AF],LD Screamy Sync Square [ASL],LD Birth Of Electro [FP],LD Cripple [JD],LD Kidsos [7S],LD Mobius Sync [SD],LD Rave [7S],LD Dirty Lead [SW],LD Plucking Organ thief [DK],LD booty [AF],LD Sad Melody [7S],LD Hypersaw [JD],LD Ring Scream [PL],LD Old Lead [FN],LD Magic Pipe [BR],LD Riptile [GS],LD Bionic Squirrel [BS],LD Nadamoog [FP],LD Electro Lead BA [SN],LD C64 Lead [AS],LD Clang [SD],LD Heavy Metall [SD],LD Brutality [FN],LD Epic Lead [AS],LD Bendy Metal [DK],LD Dubrill [JD],LD Scratchy (Hold) [AF],LD PaWuMpa [FP],LD Watery [SD],LD D_Lead 2[DU],LD Digi Radar Boss [JL],LD Earliertoday [AF],LD Organ Grinder [DK],LD In Your Face [RI],LD Power 5ths [FP],LD Release The BotRock,LD Junatic [AF],LD Jacked [7S],LD BraveHeart [7S],LD A Bit of Luck [SD],LD Festival Beez [FP],LD Voicy [7S],LD Scotland [BR],LD LaughMod [GS],LD Analogesque [EE],LD Tator [JD],LD Marina [FP],LD Titan [CFA],LD D_Lead 1 [DU],LD Araba [7S],LD HelloKitty [CFA],LD Postmodern Talking [FP],LD IHeardULike5ths [SD],LD Noor Santoor [BR],LD Voxy [JD],LD SerumOfGod [7S],LD Shanky Ganky Bot [LCV],LD LimoDriver [GS],LD Mids Lead [BR],LD Jerk [BR],LD Spookytastic [FP],LD BottleBlower [SD],LD Tokyo [BR],LD Pterodattero [AF],LD PeterPiper [SD],LD Caliber [SD],KP Xylo,KP Orchester Bastard 1,KP Ancient Pipes,KP ChainSaw Massacre,KP Ivory Mallet,KP Harpolodic,KP Oboe,KP Ice Bell,BA BSOD Sqr Bass [SD],BA Three Oh Three [PL],BA Sub_dskprc [GI],BA Mute Bass Gtr [BR],BA Talk Wobz [ADWR],BA FunkMogue [CFA],BA Analog Pluck [SN],BA Headbass [FP],BA D_Bass 1 [DU],BA DnB Roller [ASL],BA Deep Womp [ADWR],BA FM Bounce [ASL],BA SomeGrit [EE],BA Trancy Bass [AS],BA Squelch Bounce [ASL],BA Liquid neuro [GI],BA Tuffybass [GS],BA Classic But More [EE],BA Deep Sync [BS],BA fuzzbass [GS],BA Tech Step FM [SD],BA Chunky Bass Chop 1 [GO],BA The Realest [PL],BA MiniBob [ASL],BA FM Wob [ADWR],BA Short Bass [FN],BA Jackson [BR],BA MsAw fun [GI],BA Hipster Bass [FP],BA Wobble Bass [FN],BA Organ Bass [FP],BA Chunky Bass Chop 2 [GO],BA Vile Snap Bs [JL],BA Freed the Mau5 [JL],BA Modwheel me [GI],BA D_Bass 2 [DU],BA Modern Fapping [GI],BA Ampology [CFA],SY Hypersaw Layered [SD],SY AnalogBrass [SD],SY Sweepad [PL],SY Dirtypure [GS],SY PavingRhodes [SD],SY Many Feels [FP],SY VeloCap [GS],SY VintageSpace [LCV],SY Multicolor [CFA],SY SAMsPissed [SD],SY Augustines Bell Chapel [JL],SY ModSync 1 [GS],SY Angry Organ [KG],SY CrazyLayer [SD],SY Mtron Saw [SD],SY CRAZYFEST [BS],SY Chord Rampesau [FN],SY ponderosa [GS],SY One Note House wSub [PL],SY Plastic [GS],SY Drawbar Organ [ASL],SY cHello [GS],SY Simple Sync [SD],SY Arader [FP],SY Sickly keys [GI],SY Space Bach [SN],SY Such Relaxation [FP],SY Eiano [LT],SY VeloHarm [GS],SY Solina [FP],SY Yang [FP],SY MrWiggles [FP],SY Flic [GS],SY TalkWithMod [GS],SY Synth Pluggy [FN],SY ModSync 2 [GS],SY MellowBuzz [GS],SY Moriccone [GS],SY Vintage Bells [FP],SY Poly Numana [ASL],SY JunoBells [SD],SY PopSuperSaw [GS],SY electro-y chords [GI],SY Monolithic [SD],SY Monotone [CFA],SY Short Dirt Stab [IM],SY crappy keys [GI],SY AnalogString [SD],SY Sqrs [GS],SY Buzzz Saw [IM],SY Stereoid [SD],SY VintageDigital [SD],SY Runtheharm [GS],SY Big Sleepy [FP],SY Linear Arithmetic [FP],SY ElectricLight [GS],SY Geoduck [SN],SY Techarm [GS],SY Glassy [PL],SY Hypersaw Basic [SD],SY Taped Old Skool Stabl [ASL],SID drone,Noise BrightWhite,Noise MicrKrg Noise,PL Snickers [CFA],PL Phantoms [SD],PL Tinkerbell [DRK],PL Power and Progress [PL],PL Spacer [7S],PL Metallica [FN],PL Sunny [7S],PL Pads Pluck [BR],PL Dyk Pyk [PL],PL Beepy ting [GI],PL RanOutOfNames [7S],PL Downed [7S],PL Nice Plugger [FN],PL Crusty Pluck [LCV],PL D_Pluck [DU],PL So Dreamy [FP],PL Modern Drop 1 [DRK],PL SuperAlba [7S],PL Downpitcher [FN],PL Crushed Pluck [AS],PL Cliche d00t [GI],PL Mallety [SD],PL Spacey [AF],PL FMmy [SD],PL Big Bell [AS],PL Dreamy NuDisco [SW],PL Pluto [DRK],PL Monolith [7S],PL Plucked [RI],PL Nothing Special [DRK],PL Totem [7S],PL Metachord [FP],SAMPLE Violas,SAMPLE Basic Shapes(Triangle),SAMPLE Yamaha Grand Piano,SAMPLE Basic Shapes(Square),SAMPLE Basic Shapes(Sin),SAMPLE Cellos,SAMPLE TOTAKEKE,SAMPLE Organ,SAMPLE Basic Shapes(Saw),SAMPLE Acoustic Guitar,SAMPLE Tenor Sax,SAMPLE Trombone,SAMPLE Clavinet,SAMPLE Flutes,PLUCK Gamers,PLUCK Loli Bells,PLUCK Sad Machine,PLUCK Hentai Prince,PLUCK Frederic Oddloop,PLUCK OHAYO,PLUCK Tippy,PLUCK Tap Tap Hoe,PLUCK Plucked Strings,LEAD Tendou Best Girl,LEAD ORESAMA,LEAD Video Jeux,LEAD Crying Worst Girl,LEAD Kitty Meow Meow,LEAD Square Buddles,LEAD Broken GameBoi,LEAD SNEK,LEAD An Pan,LEAD Desu Desu,LEAD Serinuma Is Trash,LD 8bit,LD Everlasting,LD SawLayer,LD SpaceSine,LD SquareLayer,LD MagicHope,LD 8bit2
0.0,-27.28,-69.63,-48.69,-46.42,-31.03,-37.44,-73.15,-81.2,-65.18,-99.17,-45.17,-74.79,-92.45,-28.76,-91.82,-72.37,-118.08,-22.35,-98.08,-86.28,-39.94,-38.22,-48.53,-40.48,-42.67,-56.5,-51.11,-48.22,-98.54,-89.4,-83.15,-113.08,-60.96,-61.19,-89.79,-114.41,-33.06,-92.84,-80.1,-87.84,-83.78,-89.48,-84.56,-63.22,-96.83,-86.51,-44.23,-106.98,-98.7,-98.15,-86.28,-107.45,-81.35,-37.59,-113.55,-96.36,-97.37,-36.89,-106.52,-87.21,-90.89,-87.06,-103.0,-89.56,-32.28,-85.49,-93.31,-82.92,-91.43,-105.58,-85.96,-84.17,-48.45,-54.94,-60.57,-98.0,-98.0,-54.16,-35.48,-81.82,-77.37,-49.78,-103.62,-90.5,-87.06,-83.38,-87.14,-81.27,-43.37,-55.17,-66.11,-104.87,-58.61,-111.75,-91.36,-31.26,-65.65,-31.58,-87.14,-81.74,-25.56,-88.0,-55.72,-27.43,-85.81,-84.4,-79.09,-110.74,-91.98,-91.51,-101.2,-96.83,-89.09,-40.17,-87.06,-83.85,-63.38,-112.06,-102.76,-62.75,-83.7,-84.4,-81.59,-116.83,-101.75,-61.66,-69.63,-55.57,-85.89,-56.27,-114.95,-76.43,-88.54,-105.11,-98.86,-66.19,-88.39,-104.72,-84.48,-100.65,-91.28,-79.79,-86.82,-87.14,-101.83,-33.68,-87.68,-75.49,-93.47,-113.47,-59.24,-91.98,-83.15,-34.47,-82.76,-83.7,-87.53,-81.27,-48.06,-81.35,-60.49,-81.59,-58.14,-49.78,-42.91,-50.1,-66.97,-96.59,-65.88,-55.64,-32.59,-73.62,-39.94,-12.04,-52.52,-21.57,-33.37,-77.76,-68.22,-43.45,-67.83,-60.49,-77.68,-56.97,-42.12,-43.45,-71.51,-45.95,-50.33,-53.46,-53.69,-71.35,-64.16,-33.53,-56.89,-47.83,-26.73,-15.16,-24.23,-36.19,-60.25,-20.79,-73.38,-79.63,-43.53,-23.84,-39.16,-75.65,-63.22,-21.96,-72.44,-37.9,-19.54,-63.3,-45.09,-88.39,-107.22,-40.17,-37.51,-70.8,-44.0,-33.06,-59.39,-23.14,-93.54,-46.97,-53.92,-71.82,-74.48,-84.79,-88.15,-83.7,-34.47,-71.43,-79.32,-96.59,-78.93,-67.52,-58.53,-55.41,-54.55,-72.29,-42.75,-41.58,-27.59,-34.0,-45.09,-56.03,-57.83,-62.83,-46.58,-53.85,-52.13,-69.47,-45.56,-64.32,-50.25,-81.35,-53.77,-64.86,-34.94,-70.73,-23.14,-54.32,-61.19,-41.34,-77.52,-56.11,-64.4,-24.23,-33.06,-35.79,-24.23,-63.61,-53.3,-44.78,-78.7,-57.28,-88.78,-54.86,-76.51,-83.85,-85.73,-73.15,-51.11,-42.2,-45.72,-43.77,-88.78,-60.72,-53.46,-78.38,-55.25,-76.82,-34.31,-77.05,-51.27,-57.44,-22.9,-50.88,-78.07,-54.39,-61.04,-114.8,-116.6,-25.25,-37.36,-62.75,-65.33,-62.6,-37.75,-65.26,-58.14,-69.71,-26.89,-22.98,-67.68,-65.57,-80.65,-88.85,-52.28,-57.91,-26.89,-53.46,-61.74,-82.6,-75.18,-69.55,-26.26,-58.53,-78.23,-73.3,-38.14,-79.71,-39.39,-41.5,-35.25,-44.08,-37.28,-66.35,-66.51,-89.71,-49.55,-69.71,-44.39,-72.52,-30.87,-69.71,-63.07,-80.73,-63.77,-66.27,-60.88,-40.17,-67.99,-105.03,-72.29,-67.76,-60.96,-59.71,-61.11,-73.62,-68.07,-67.44,-43.61,-64.47,-93.31,-78.15,-93.47,-80.49,-60.8,-98.94,-84.4,-55.49,-80.26,-82.99,-93.47,-79.09,-91.59,-86.82,-75.1,-62.99,-67.68,-76.74,-27.43,-48.38,-81.12,-61.11,-65.41,-54.32,-64.4,-90.96,-81.9,-85.57,-91.28,-86.04,-92.45,-62.68,-95.18,-87.84,-66.35,-63.07,-90.03,-101.05,-76.82,-81.35,-100.58,-50.56,-81.51,-78.62,-59.63,-18.6
21.53,-33.29,-75.65,-54.71,-52.52,-37.05,-43.37,-60.8,-76.43,-70.65,-96.36,-50.56,-67.6,-89.79,-34.62,-88.85,-60.25,-111.83,-28.37,-89.25,-81.2,-45.88,-44.23,-53.61,-46.5,-48.69,-58.77,-57.13,-54.16,-96.28,-86.51,-80.26,-110.11,-66.82,-67.29,-89.79,-111.83,-39.16,-89.95,-81.35,-85.18,-81.12,-92.37,-82.29,-69.55,-95.42,-83.93,-50.25,-110.27,-96.67,-96.83,-91.59,-104.25,-79.32,-43.61,-111.28,-93.78,-94.56,-42.98,-104.09,-86.59,-88.54,-84.09,-100.73,-87.21,-38.3,-82.53,-90.89,-80.1,-88.7,-103.31,-83.07,-81.98,-54.47,-60.96,-66.58,-97.37,-95.73,-60.18,-41.5,-84.4,-82.29,-55.8,-101.59,-87.84,-84.32,-88.15,-85.34,-87.37,-49.39,-61.19,-72.13,-102.76,-64.63,-109.02,-97.37,-37.28,-70.41,-37.59,-84.17,-80.88,-31.58,-85.1,-61.82,-33.45,-83.15,-81.43,-77.13,-109.72,-88.85,-88.78,-99.25,-94.17,-86.28,-46.19,-84.4,-81.74,-69.4,-110.81,-100.73,-68.85,-80.81,-81.27,-87.45,-114.1,-99.33,-67.68,-74.16,-61.66,-83.07,-62.29,-112.84,-74.24,-85.89,-103.62,-95.89,-72.21,-86.28,-103.08,-82.45,-98.08,-88.62,-77.13,-84.01,-84.48,-98.54,-39.7,-85.1,-81.04,-90.5,-110.81,-65.02,-89.71,-80.1,-40.48,-81.04,-80.65,-84.48,-79.79,-49.7,-79.87,-62.68,-85.89,-60.72,-47.59,-31.42,-49.16,-68.77,-93.0,-71.27,-54.63,-20.48,-64.86,-27.9,-18.06,-58.3,-19.07,-38.92,-81.67,-58.61,-40.72,-72.99,-56.35,-77.99,-57.13,-48.22,-44.63,-65.18,-48.45,-42.59,-52.36,-58.85,-70.57,-69.24,-34.15,-57.75,-53.53,-30.17,-21.18,-30.25,-23.68,-59.86,-26.81,-65.02,-85.42,-46.74,-29.86,-38.76,-60.18,-62.29,-27.98,-65.41,-43.37,-25.56,-61.74,-50.1,-85.42,-106.2,-32.67,-41.11,-72.99,-35.64,-39.08,-57.52,-29.15,-90.18,-52.75,-54.86,-69.47,-77.21,-77.68,-86.51,-89.17,-32.51,-71.51,-76.82,-95.89,-76.35,-59.47,-57.52,-50.56,-56.03,-74.16,-31.26,-30.87,-33.29,-38.69,-40.48,-50.41,-51.35,-51.81,-44.86,-46.11,-50.17,-60.96,-46.27,-53.69,-51.35,-74.71,-52.99,-59.08,-40.48,-62.91,-28.61,-57.99,-59.47,-36.73,-72.21,-52.28,-61.35,-13.29,-21.57,-23.45,-30.09,-60.18,-50.02,-50.8,-73.77,-63.15,-85.81,-60.88,-80.26,-80.57,-75.8,-69.32,-56.74,-47.52,-50.8,-31.58,-85.81,-62.44,-54.0,-72.84,-57.36,-68.77,-22.12,-81.74,-54.86,-63.07,-28.92,-56.74,-75.26,-59.94,-62.6,-111.05,-117.61,-31.11,-43.22,-56.66,-68.62,-52.99,-25.79,-70.65,-58.46,-73.69,-32.9,-29.0,-67.99,-65.49,-79.95,-87.6,-41.42,-56.89,-32.9,-58.85,-67.29,-78.54,-67.6,-68.62,-32.28,-60.1,-75.57,-63.38,-25.79,-82.45,-45.41,-28.53,-36.97,-43.14,-36.58,-57.91,-64.16,-80.57,-54.94,-72.37,-33.61,-69.32,-36.89,-68.77,-65.8,-82.13,-62.75,-64.94,-55.33,-45.33,-70.65,-103.78,-71.19,-59.55,-57.99,-57.6,-58.46,-72.52,-65.57,-60.02,-43.69,-69.71,-93.0,-74.63,-87.76,-79.4,-63.07,-97.14,-81.59,-61.43,-77.45,-79.95,-78.7,-77.68,-82.68,-83.85,-79.95,-69.01,-73.54,-74.63,-33.45,-45.17,-70.1,-61.27,-67.21,-50.41,-63.85,-85.42,-79.87,-81.9,-82.99,-84.09,-88.46,-68.3,-87.84,-82.06,-67.13,-68.3,-89.95,-98.31,-70.8,-78.54,-97.22,-52.83,-78.46,-77.05,-65.33,-24.62
43.07,-84.09,-108.63,-69.08,-75.02,-59.79,-73.46,-58.46,-67.99,-80.18,-90.96,-73.23,-64.63,-85.49,-63.69,-83.38,-41.11,-98.7,-90.81,-50.88,-75.18,-75.1,-70.49,-65.41,-69.87,-40.25,-61.19,-79.4,-80.73,-91.51,-80.96,-74.87,-104.64,-86.51,-87.45,-85.26,-106.59,-77.99,-84.48,-80.02,-79.87,-76.2,-95.58,-77.37,-75.49,-91.75,-78.77,-75.18,-113.0,-92.29,-93.39,-98.47,-98.54,-75.26,-83.54,-106.2,-88.62,-89.01,-76.98,-98.78,-84.79,-83.54,-78.46,-95.65,-82.29,-76.66,-76.82,-85.65,-74.71,-83.23,-98.39,-77.45,-77.21,-82.99,-115.5,-76.82,-95.97,-90.89,-90.81,-90.42,-80.96,-91.12,-95.11,-96.9,-82.37,-79.24,-83.7,-81.35,-119.96,-107.06,-109.64,-97.06,-98.15,-78.38,-103.7,-143.09,-82.53,-73.3,-80.88,-78.46,-77.21,-77.21,-79.48,-82.29,-78.93,-77.99,-75.8,-72.52,-107.14,-83.07,-83.7,-94.72,-88.85,-80.65,-86.35,-79.32,-78.38,-93.54,-107.77,-96.2,-82.92,-75.34,-75.57,-104.25,-108.86,-94.48,-88.62,-74.01,-84.87,-77.68,-107.06,-108.23,-70.65,-80.49,-99.95,-90.26,-113.63,-81.82,-99.33,-77.84,-93.07,-83.31,-71.82,-78.62,-79.09,-94.25,-88.93,-79.79,-93.47,-84.87,-105.26,-76.35,-84.79,-74.48,-80.57,-77.37,-74.95,-78.85,-75.88,-35.79,-77.45,-63.93,-88.31,-61.04,-49.94,-31.03,-23.76,-68.07,-87.37,-75.18,-29.31,-20.24,-26.57,-27.51,-89.01,-31.34,-18.45,-62.91,-88.23,-22.28,-39.23,-75.34,-18.76,-74.24,-58.3,-72.21,-35.64,-60.8,-35.4,-39.16,-38.22,-72.76,-69.01,-75.73,-23.68,-60.33,-23.53,-46.5,-36.89,-64.86,-21.73,-59.79,-79.63,-28.14,-102.84,-47.52,-55.57,-17.74,-50.8,-35.48,-70.88,-30.01,-59.24,-65.33,-42.36,-61.82,-79.87,-103.39,-28.37,-42.12,-37.28,-29.93,-24.7,-31.26,-85.18,-85.1,-80.1,-61.97,-70.57,-77.13,-74.87,-67.29,-99.4,-30.4,-72.37,-77.13,-94.01,-73.93,-22.28,-19.85,-13.76,-36.89,-44.23,-30.72,-26.42,-30.64,-25.09,-26.18,-20.17,-21.18,-21.96,-23.84,-21.96,-19.93,-23.37,-20.01,-25.01,-26.42,-42.59,-37.51,-32.12,-29.86,-26.5,-34.94,-37.51,-22.2,-18.92,-57.75,-29.15,-33.29,-13.05,-21.26,-20.56,-17.82,-34.23,-28.29,-40.48,-66.19,-79.01,-80.18,-93.7,-68.54,-78.07,-39.08,-41.81,-62.21,-32.9,-29.47,-27.9,-80.18,-42.52,-52.13,-55.02,-65.02,-31.65,-21.49,-83.46,-59.71,-89.4,-39.23,-80.34,-70.41,-70.41,-62.91,-108.23,-117.46,-57.36,-62.05,-32.28,-67.83,-47.44,-21.03,-46.66,-57.6,-77.91,-77.45,-38.53,-73.38,-56.03,-77.76,-84.01,-33.68,-22.59,-70.18,-73.46,-58.38,-61.11,-31.5,-66.27,-66.58,-33.29,-71.04,-57.28,-25.64,-89.95,-35.25,-27.43,-34.23,-43.45,-36.89,-34.94,-61.74,-72.76,-32.83,-72.13,-33.22,-67.52,-86.35,-67.37,-58.3,-74.24,-63.22,-63.77,-32.36,-30.17,-73.62,-95.65,-68.77,-54.08,-55.33,-55.88,-57.13,-71.58,-63.07,-53.53,-38.92,-74.63,-90.65,-74.24,-78.77,-77.29,-64.08,-91.59,-76.04,-82.13,-71.82,-74.24,-70.57,-76.43,-44.7,-78.15,-80.42,-89.95,-88.0,-68.77,-83.78,-42.52,-62.52,-61.66,-68.62,-34.0,-63.3,-76.98,-77.76,-77.6,-45.72,-85.1,-82.53,-90.42,-66.19,-74.48,-71.43,-77.21,-88.39,-92.92,-62.68,-73.07,-91.51,-62.52,-72.68,-73.54,-76.82,-76.66
64.6,-68.15,-106.98,-52.99,-69.32,-43.14,-80.42,-55.96,-55.33,-74.63,-83.15,-81.51,-67.99,-78.15,-59.39,-75.96,-38.06,-92.76,-84.01,-44.47,-68.93,-67.52,-66.82,-58.38,-63.07,-33.68,-55.49,-71.66,-73.3,-84.48,-73.23,-67.29,-97.22,-79.79,-79.87,-77.99,-99.25,-70.49,-77.05,-73.15,-72.29,-69.01,-93.07,-70.18,-67.99,-85.49,-71.27,-67.52,-107.3,-85.49,-87.37,-91.75,-90.89,-68.69,-76.27,-98.78,-81.2,-81.35,-69.63,-91.28,-80.88,-76.35,-70.8,-88.07,-74.95,-69.4,-69.08,-78.15,-67.13,-75.65,-91.12,-69.79,-70.18,-75.57,-108.39,-69.16,-94.01,-83.78,-83.38,-86.67,-73.38,-89.87,-87.76,-89.64,-74.71,-71.98,-76.04,-74.87,-112.77,-101.36,-103.31,-89.56,-91.2,-70.88,-96.2,-139.02,-74.95,-66.19,-73.15,-70.73,-69.94,-69.55,-71.9,-74.79,-71.27,-70.49,-68.15,-65.88,-102.22,-75.26,-76.43,-87.68,-81.35,-72.91,-84.17,-72.05,-72.6,-85.89,-101.98,-89.17,-75.34,-67.83,-67.91,-97.53,-101.51,-87.37,-81.04,-66.43,-77.21,-70.33,-99.56,-101.2,-63.85,-72.99,-93.54,-82.53,-105.97,-74.87,-92.84,-70.49,-85.73,-75.8,-64.4,-70.96,-71.58,-88.0,-81.43,-72.52,-91.04,-77.13,-97.61,-69.24,-77.68,-66.74,-73.15,-71.66,-67.29,-71.19,-69.79,-28.76,-74.4,-56.97,-80.81,-58.22,-54.32,-35.56,-17.98,-61.89,-79.71,-67.68,-22.82,-33.76,-20.09,-34.54,-96.28,-24.78,-17.9,-62.13,-84.09,-15.71,-38.22,-67.68,-12.27,-67.83,-62.68,-66.19,-25.64,-58.22,-29.23,-36.5,-33.29,-66.35,-65.41,-69.47,-17.59,-59.79,-17.04,-54.0,-30.4,-57.68,-18.84,-59.32,-79.32,-21.65,-107.45,-43.53,-49.31,-11.18,-42.59,-29.0,-63.22,-23.45,-55.33,-68.85,-36.97,-61.74,-72.21,-99.25,-24.62,-37.75,-30.72,-24.7,-18.21,-24.78,-84.09,-77.76,-78.46,-66.66,-65.18,-69.94,-69.24,-60.8,-93.47,-30.48,-71.98,-70.18,-91.75,-69.16,-15.79,-13.37,-7.19,-30.4,-37.67,-30.32,-22.28,-24.23,-19.31,-20.32,-13.6,-15.24,-15.48,-18.53,-15.95,-13.45,-16.88,-13.84,-18.76,-19.93,-35.95,-32.98,-25.95,-23.37,-20.01,-36.58,-31.18,-15.71,-13.99,-43.61,-23.06,-27.12,-19.93,-25.56,-16.34,-11.34,-27.82,-22.74,-34.0,-61.19,-72.84,-72.6,-86.9,-61.89,-73.85,-32.59,-35.56,-55.96,-26.73,-22.98,-22.82,-72.6,-35.95,-46.5,-49.08,-62.99,-25.17,-24.85,-76.35,-60.8,-88.07,-32.75,-74.55,-65.8,-70.88,-62.83,-106.05,-116.21,-61.27,-56.97,-25.71,-62.36,-45.88,-16.1,-40.17,-54.55,-77.45,-85.03,-32.04,-74.4,-48.06,-73.23,-77.45,-28.61,-16.02,-68.07,-69.4,-51.89,-55.25,-24.93,-62.52,-68.07,-26.89,-66.58,-54.16,-34.39,-87.84,-28.68,-28.21,-31.11,-43.06,-35.95,-29.39,-57.91,-67.76,-26.34,-67.76,-39.16,-67.05,-79.01,-64.55,-53.69,-64.24,-62.91,-61.74,-26.42,-23.76,-72.84,-87.37,-66.35,-52.28,-53.69,-53.61,-53.92,-65.96,-60.18,-50.41,-40.17,-68.46,-85.03,-73.69,-72.37,-68.69,-61.82,-84.09,-68.3,-74.48,-64.32,-66.51,-67.76,-75.41,-38.22,-70.41,-72.68,-83.38,-88.85,-65.88,-76.12,-42.83,-57.99,-60.57,-67.44,-27.98,-62.91,-69.24,-74.24,-71.82,-39.16,-80.49,-76.12,-97.14,-60.57,-67.21,-71.51,-70.57,-81.59,-85.34,-57.36,-65.41,-82.99,-66.9,-65.57,-64.79,-70.33,-71.27
