Frequency (Hz),Power (dB),44100.0000,2048,0,2.0000,0,L+R
0.00,-84.17
21.53,-81.98
43.07,-77.21
64.60,-70.18
86.13,-59.00
107.67,-27.20
129.20,-20.24
150.73,-25.25
172.27,-56.66
193.80,-68.15
215.33,-63.46
236.87,-37.44
258.40,-29.39
279.93,-33.53
301.46,-58.93
323.00,-71.66
344.53,-71.51
366.06,-48.92
387.60,-39.78
409.13,-42.98
430.66,-64.71
452.20,-77.52
473.73,-72.52
495.26,-51.97
516.80,-41.66
538.33,-44.00
559.86,-62.99
581.40,-76.43
602.93,-70.96
624.46,-52.13
646.00,-40.56
667.53,-42.05
689.06,-58.85
710.60,-73.85
732.13,-76.74
753.66,-60.18
775.20,-47.28
796.73,-47.83
818.26,-62.91
839.79,-78.93
861.33,-84.01
882.86,-69.01
904.39,-54.63
925.93,-54.32
947.46,-67.76
968.99,-84.87
990.53,-93.39
1012.06,-84.95
1033.59,-68.93
1055.13,-67.76
1076.66,-79.71
1098.19,-96.20
1119.73,-91.82
1141.26,-77.45
1162.79,-59.24
1184.33,-57.21
1205.86,-67.91
1227.39,-87.84
1248.93,-97.29
1270.46,-91.43
1291.99,-71.04
1313.53,-68.15
1335.06,-77.60
1356.59,-99.17
1378.13,-98.94
1399.66,-86.12
1421.19,-62.13
1442.72,-58.30
1464.26,-66.74
1485.79,-91.51
1507.32,-100.97
1528.86,-93.23
1550.39,-64.40
1571.92,-59.63
1593.46,-66.97
1614.99,-96.12
1636.52,-106.28
1658.06,-106.83
1679.59,-68.30
1701.12,-62.68
1722.66,-69.01
1744.19,-108.70
1765.72,-111.52
1787.26,-101.44
1808.79,-66.19
1830.32,-59.55
1851.86,-64.86
1873.39,-99.40
1894.92,-106.83
1916.46,-97.53
1937.99,-70.10
1959.52,-62.36
1981.05,-66.82
2002.59,-93.62
2024.12,-100.65
2045.65,-91.04
2067.19,-67.21
2088.72,-58.46
2110.25,-61.97
2131.79,-84.79
2153.32,-95.97
2174.85,-89.01
2196.39,-67.83
2217.92,-57.91
2239.45,-60.57
2260.99,-80.34
2282.52,-92.06
2304.05,-84.87
2325.59,-65.49
2347.12,-54.39
2368.65,-56.11
2390.19,-73.69
2411.72,-88.07
2433.25,-86.98
2454.79,-69.40
2476.32,-56.97
2497.85,-57.83
2519.38,-73.46
2540.92,-89.01
2562.45,-93.31
2583.98,-77.91
2605.52,-64.00
2627.05,-64.00
2648.58,-77.99
2670.12,-94.40
2691.65,-97.29
2713.18,-82.45
2734.72,-66.90
2756.25,-66.04
2777.78,-78.46
2799.32,-96.43
2820.85,-105.11
2842.38,-95.42
2863.92,-78.07
2885.45,-76.35
2906.98,-87.53
2928.52,-107.06
2950.05,-105.34
2971.58,-91.12
2993.12,-71.27
3014.65,-68.62
3036.18,-78.54
3057.71,-99.72
3079.25,-106.67
3100.78,-95.03
3122.31,-72.37
3143.85,-68.85
3165.38,-77.60
3186.91,-101.36
3208.45,-110.81
3229.98,-104.95
3251.51,-78.38
3273.05,-73.93
3294.58,-81.67
3316.11,-108.78
3337.65,-115.19
3359.18,-105.03
3380.71,-70.41
3402.25,-65.10
3423.78,-71.74
3445.31,-106.44
3466.85,-116.67
3488.38,-112.92
3509.91,-72.44
3531.45,-66.11
3552.98,-71.82
3574.51,-111.75
3596.04,-115.74
3617.58,-106.52
3639.11,-77.21
3660.64,-69.87
3682.18,-74.63
3703.71,-103.16
3725.24,-106.28
3746.78,-96.20
3768.31,-71.27
3789.84,-62.91
3811.38,-66.74
3832.91,-90.73
3854.44,-101.05
3875.98,-92.92
3897.51,-70.88
3919.04,-61.43
3940.58,-64.32
3962.11,-85.10
3983.64,-97.84
4005.18,-93.54
4026.71,-73.77
4048.24,-63.07
4069.78,-65.10
4091.31,-83.31
4112.84,-96.90
4134.38,-93.00
4155.91,-74.71
4177.44,-62.75
4198.97,-63.93
4220.51,-80.10
4242.04,-95.11
4263.57,-94.72
4285.11,-77.99
4306.64,-64.63
4328.17,-64.86
4349.71,-79.40
4371.24,-95.58
4392.77,-99.64
4414.31,-84.79
4435.84,-69.79
4457.37,-69.24
4478.91,-82.21
4500.44,-99.48
4521.97,-102.84
4543.51,-88.70
4565.04,-71.98
4586.57,-70.49
4608.11,-82.13
4629.64,-100.89
4651.17,-108.31
4672.71,-96.90
4694.24,-77.99
4715.77,-75.73
4737.30,-86.04
4758.84,-106.44
4780.37,-112.92
4801.90,-101.36
4823.44,-79.71
4844.97,-76.51
4866.50,-85.65
4888.04,-108.31
