,REF Analog_PWM_Mdc,REF Analog_Basic Mini,REF Spectral_Oddpass [SN],REF Spectral_Monster 1 [SL],REF Digital_Dull_toy,REF Digital_Dist Fwapper SQ,REF Analog_MiniBass,REF Digital_FMFM,REF Analog_PWM Juno,REF Analog_PWM Reso,REF Analog_BS2-Acid,REF Spectral_Solid Phase 2 [SL],REF Spectral_Trilobyte 1 [SL],REF Analog_Basic_Mdc,REF Digital_FFT_Animal 1,REF Digital_Scream,REF Spectral_Phase Werb [SL],REF Analog_Jno,REF Digital_GS-xello,REF Spectral_Squelchy 2 [SL],REF Analog_Basic_Cjw,REF Digital_Wraith,REF Digital_VintageSynth,REF Digital_DirtySaw,REF Vowel_Fred_Likes_Bass,REF Digital_Hoo,REF Digital_Yoy64,REF Digital_Reese,REF Spectral_Electric Guitar [SL],REF Spectral_Reesey Mess 1[SL],REF Digital_Misfits,REF Analog_MB Triangle(Metal),REF Digital_SSQ,REF Digital_Dist Sub Dskperc,REF Analog_PWM Restricted,REF Analog_BSOD_Square,REF Digital_Sludgecrank,REF Digital_bipole_harmonic,REF Spectral_Thin Thick [SL],REF Digital_Dist 8bit Fwap,REF Analog_MsAw,REF Analog_SawRoundedToSquare,REF Spectral_Squelchy FM 1 [SL],REF Spectral_Monster 6 [SL],REF Spectral_Squelchy 3[SL],REF Spectral_Monster 7 [SL],REF Digital_Weow,REF Vowel_Retro_Speaking,REF Analog_PWM MG,REF Digital_Debussy,REF Spectral_Light Metal 1 [SL],REF Analog_Acid,REF Digital_PWM Weird,REF Analog_DS Saw and Tri,REF Digital_Prime,REF Digital_Ring,REF Vowel_E_Yeah,REF Digital_Dist WaTech,REF Analog_Basic_McB,REF Digital_Dist d00t,REF Digital_CrushWub,REF Vowel_Native Curse,REF Vowel_SAM_Speaks,REF Spectral_Scount [SN],REF Vowel_DudaChoir,REF Digital_Tigra,REF Digital_Evol Sweep,REF Spectral_Bowed Metal [ML],REF Analog_PWM Maths,REF Analog_Sweep20,REF Analog_Basic_Wrd,REF Digital_Hypa,REF Analog_BS2-Subby Saw,REF Spectral_Reesey Mess 5 [SL],REF Spectral_Reesey Mess 4 [SL],REF Spectral_Squelchy 1 [SL],REF Analog_MATRIXY C64,REF Analog_Basic Mg,REF Spectral_Monster 8 [SL],REF Spectral_Monster 9 [SL],REF Digital_Evolution,REF Spectral_Creeper [SN],REF Analog_PWM C64,REF Digital_SubBass_1,REF Digital_Gritty,REF Digital_FM_Splat,REF Spectral_Solid Phase 1 [SL],REF Digital_Sharts,REF Spectral_Trilobyte 3 [SL],REF Spectral_Trilobyte 2 [SL],REF Analog_PWM LPF,REF Spectral_AlienSpectral [SN],REF Vowel_Allophones,REF Analog_PWM Trench,REF Spectral_Monster 2 [SL],REF Digital_FFT_SQUEAL,REF Spectral_Monster 3 [SL],REF Analog_PWM Inception,REF Vowel_SAM_SERUM,REF Analog_MsPw,REF Analog_SOR_SAW_Wrd,REF Digital_Anti-Stasis,REF Digital_Evol Longreece,REF Analog_PWM DS,REF Spectral_Gremlin [SN],REF Digital_Harmonic Subtle,REF Digital_FM_Freak,REF Digital_Dist C2,REF Digital_Razor,REF Analog_PWM MedicineHat,REF Spectral_Squelchy FM 2 [SL],REF Vowel_WahWah,REF Digital_Mario,REF Spectral_Monster 5 [SL],REF Spectral_Monster 4 [SL],REF Digital_PerfectSOSteps,REF Analog_MellowButInstable,REF Digital_Kream,REF Digital_PWM Electro,REF Digital_Dist Bass Dropper,REF Analog_BS2-Filthy,REF Analog_4088,REF Analog_PWM Genji,REF Spectral_Grimace [SN],REF Analog_SawRounded,REF Vowel_OOH_YAH_OO,REF Analog_Analog_BD_Sin,REF Analog_MB Saw,REF Digital_Voxu,REF Digital_Harmonic Morph,REF Spectral_Reesey Mess 2 [SL],REF Spectral_Reesey Mess 3 [SL],LD Essence [7S],LD Gamers [BR],LD Paradigm Drift [SN],LD Theremax [ASL],LD Hardstyle Lead [SN],LD 8bitcycle [AF],LD Screamy Sync Square [ASL],LD Birth Of Electro [FP],LD Cripple [JD],LD Kidsos [7S],LD Mobius Sync [SD],LD Rave [7S],LD Dirty Lead [SW],LD Plucking Organ thief [DK],LD booty [AF],LD Sad Melody [7S],LD Hypersaw [JD],LD Ring Scream [PL],LD Old Lead [FN],LD Magic Pipe [BR],LD Riptile [GS],LD Bionic Squirrel [BS],LD Nadamoog [FP],LD Electro Lead BA [SN],LD Clang [SD],LD Heavy Metall [SD],LD Brutality [FN],LD Epic Lead [AS],LD Bendy Metal [DK],LD Dubrill [JD],LD Scratchy (Hold) [AF],LD PaWuMpa [FP],LD Watery [SD],LD D_Lead 2[DU],LD Digi Radar Boss [JL],LD Earliertoday [AF],LD Organ Grinder [DK],LD In Your Face [RI],LD Power 5ths [FP],LD Release The BotRock,LD Junatic [AF],LD Jacked [7S],LD A Bit of Luck [SD],LD Festival Beez [FP],LD Voicy [7S],LD Scotland [BR],LD LaughMod [GS],LD Analogesque [EE],LD C64 Lead [AS] ,LD Tator [JD],LD Marina [FP],LD Titan [CFA],LD D_Lead 1 [DU],LD Araba [7S],LD BraveHeart [7S] ,LD HelloKitty [CFA],LD Postmodern Talking [FP],LD IHeardULike5ths [SD],LD Noor Santoor [BR],LD Voxy [JD],LD SerumOfGod [7S],LD Shanky Ganky Bot [LCV],LD LimoDriver [GS],LD Mids Lead [BR],LD Jerk [BR],LD Spookytastic [FP],LD BottleBlower [SD],LD Tokyo [BR],LD Pterodattero [AF],LD PeterPiper [SD],LD Caliber [SD],PL Snickers [CFA],PL Phantoms [SD],PL Tinkerbell [DRK],PL Power and Progress [PL],PL Spacer [7S],PL Metallica [FN],PL Sunny [7S],PL Pads Pluck [BR],PL Dyk Pyk [PL],PL Beepy ting [GI],PL RanOutOfNames [7S],PL Downed [7S],PL Nice Plugger [FN],PL Crusty Pluck [LCV],PL D_Pluck [DU],PL So Dreamy [FP],PL Modern Drop 1 [DRK],PL SuperAlba [7S],PL Downpitcher [FN],PL Crushed Pluck [AS],PL Cliche d00t [GI],PL Mallety [SD],PL Spacey [AF],PL FMmy [SD],PL Big Bell [AS],PL Dreamy NuDisco [SW],PL Pluto [DRK],PL Monolith [7S],PL Plucked [RI],PL Nothing Special [DRK],PL Totem [7S],PL Metachord [FP],SAMPLE Violas,SAMPLE Basic Shapes(Triangle),SAMPLE Yamaha Grand Piano,SAMPLE Basic Shapes(Square),SAMPLE Basic Shapes(Sin),SAMPLE Cellos,SAMPLE TOTAKEKE,SAMPLE Organ,SAMPLE Basic Shapes(Saw),SAMPLE Acoustic Guitar,SAMPLE Tenor Sax,SAMPLE Trombone,SAMPLE Clavinet,SAMPLE Flutes,PLUCK Gamers,PLUCK Loli Bells,PLUCK Sad Machine,PLUCK Hentai Prince,PLUCK Frederic Oddloop,PLUCK OHAYO,PLUCK Tippy,PLUCK Tap Tap Hoe,PLUCK Plucked Strings,LEAD Tendou Best Girl,LEAD ORESAMA,LEAD Video Jeux,LEAD Crying Worst Girl,LEAD Kitty Meow Meow,LEAD Square Buddles,LEAD Broken GameBoi,LEAD SNEK,LEAD An Pan,LEAD Desu Desu,LEAD Serinuma Is Trash
0.0,69.76,74.52,35.769999999999996,33.03,33.5,33.81,68.97,65.85,33.41999999999999,34.360000000000014,86.78999999999999,28.03,43.190000000000005,34.05,35.45,30.919999999999987,35.370000000000005,54.13,26.460000000000008,34.19999999999999,72.65,51.48,37.019999999999996,27.409999999999997,48.26,32.72,38.27000000000001,88.19999999999999,18.49000000000001,33.730000000000004,33.19,82.25999999999999,28.099999999999994,33.27000000000001,35.06,33.11,27.560000000000002,34.83,86.78999999999999,32.80000000000001,34.2,33.5,33.41999999999999,33.97,32.96000000000001,36.06999999999999,71.00999999999999,93.05000000000001,57.879999999999995,23.730000000000004,35.61,78.74000000000001,96.02000000000001,40.92,44.91,87.58,20.379999999999995,33.5,34.67,40.690000000000005,32.78999999999999,65.0,106.65,85.39,72.89,23.739999999999995,61.79,30.92,76.63,93.05,50.529999999999994,90.7,32.78999999999999,38.190000000000005,93.2,33.260000000000005,68.51,93.05,34.120000000000005,33.11,37.72,43.970000000000006,32.41,26.159999999999997,26.08,33.89,33.11,92.89,34.67,41.63000000000001,71.71000000000001,39.29,21.0,61.79,33.650000000000006,32.639999999999986,58.19,33.81,35.370000000000005,68.04,46.160000000000004,67.02,34.2,92.72999999999999,35.150000000000006,41.239999999999995,33.889999999999986,30.840000000000003,32.870000000000005,88.28,36.78,18.960000000000008,35.61,32.8,33.97,34.05,33.42,33.89,38.81,88.44,34.75,48.970000000000006,32.790000000000006,33.27000000000001,59.91,32.25,32.8,88.12,41.0,32.72,32.78999999999999,40.38,93.36,45.85000000000001,46.94,51.309999999999995,70.0,74.75999999999999,71.94,75.07,52.18,30.53,51.080000000000005,71.09,100.31,69.35999999999999,100.62,113.28,75.92999999999999,98.05,84.37,53.66,55.07,97.97,49.05,69.75999999999999,57.8,75.0,74.67999999999999,58.88999999999999,88.75,77.1,81.78999999999999,62.650000000000006,58.35000000000001,54.370000000000005,85.78,66.09,73.51,103.36,102.74,90.86,93.12,66.32,49.13000000000001,83.67,77.57,105.63,78.35000000000001,48.809999999999995,46.31999999999999,62.1,90.55,54.760000000000005,79.53,114.30000000000001,106.17,104.22,69.67999999999999,33.03,20.599999999999994,77.42,88.67,76.95,84.84,97.89,72.72999999999999,90.77,34.989999999999995,89.84,67.89,44.36000000000001,47.559999999999995,70.54,58.809999999999995,67.26,75.23,59.760000000000005,91.09,63.35,97.5,58.82000000000001,73.19,55.69,72.65,65.23,79.13,83.75,55.540000000000006,37.64,54.599999999999994,65.38,68.66,67.57,78.28,62.63999999999999,71.79,56.63,92.5,61.400000000000006,34.75,66.47999999999999,40.45,57.57000000000001,69.45,25.99000000000001,33.11,65.93,33.64999999999999,32.64,31.460000000000008,54.36,39.989999999999995,32.80000000000001,46.790000000000006,64.21,61.94,51.080000000000005,96.96000000000001,96.71000000000001,49.75,67.89,72.49000000000001,87.25999999999999,69.21,38.510000000000005,71.47999999999999,42.80000000000001,36.93,46.07999999999999,33.58,62.17,45.06999999999999,40.69,58.040000000000006,57.56,39.980000000000004,24.820000000000007,35.77000000000001
21.53,63.739999999999995,68.58,38.03,35.91999999999999,36.38999999999999,36.78,63.11000000000001,59.74999999999999,33.41999999999999,36.940000000000005,80.69,30.92,41.940000000000005,36.709999999999994,38.11,28.03,37.63999999999999,47.800000000000004,27.870000000000005,36.779999999999994,66.63,48.190000000000005,39.05,28.730000000000004,42.949999999999996,35.92,40.30000000000001,82.18,20.75999999999999,36.31,36.0,76.17,30.53,33.89,37.41,36.08,29.83,37.18000000000001,80.77000000000001,35.75999999999999,36.620000000000005,36.32000000000001,36.15,36.239999999999995,35.85000000000001,38.25999999999999,64.99000000000001,87.03,51.870000000000005,24.36,37.879999999999995,72.72,90.0,38.33999999999999,39.989999999999995,81.56,22.409999999999997,36.16,37.41000000000001,35.91999999999999,34.59,58.9,100.63,79.37,66.87,25.849999999999994,55.77,33.650000000000006,70.61999999999999,87.03,45.77,84.69,35.75999999999999,39.050000000000004,87.18,36.16000000000001,62.41,87.03,36.779999999999994,36.08,39.68000000000001,44.99,35.540000000000006,28.89,28.03,36.55,35.92,86.87,37.33,43.74000000000001,65.69,40.54,23.03,55.690000000000005,36.54,35.77000000000001,52.33,36.540000000000006,37.79,62.019999999999996,41.63,60.93000000000001,37.02000000000001,86.71000000000001,37.26,43.43000000000001,36.54,32.33,35.84,82.26,38.89,20.599999999999994,37.64,35.370000000000005,36.629999999999995,36.71000000000001,36.22999999999999,36.55,42.099999999999994,82.42,37.330000000000005,43.419999999999995,35.760000000000005,35.93000000000001,54.13,34.52000000000001,35.85000000000001,82.11,42.72,35.769999999999996,35.84,41.85999999999999,91.72,47.33,44.75,47.01,67.42,76.94999999999999,83.43,76.01,50.38,34.120000000000005,45.690000000000005,72.1,112.42,78.12,112.66,107.26,70.15,100.55,78.82,49.75,64.68,100.7,43.89,73.9,57.64,68.9,73.5,65.22,86.25,84.84,82.89,57.489999999999995,59.13000000000001,49.290000000000006,85.16,65.23,67.81,99.92,96.72,84.84,105.63,66.71000000000001,57.49000000000001,77.88,74.36,99.61,78.75,64.28,46.010000000000005,63.03,84.53,61.790000000000006,74.06,108.28,100.15,105.78,64.67,36.0,21.620000000000005,84.92,85.07,74.76,93.2,91.87,74.6,84.76,38.349999999999994,84.06,66.95,46.71,44.830000000000005,78.98,61.160000000000004,76.4,69.84,57.099999999999994,101.87,66.55000000000001,91.48,59.760000000000005,70.46000000000001,54.290000000000006,73.67,66.56,84.68,78.59,52.879999999999995,38.89,55.7,73.59,71.63,69.68,80.93,63.74,74.29,64.05,92.42,56.16000000000001,35.06,70.0,46.16,58.66,67.18,27.789999999999992,35.92,59.99,36.459999999999994,35.67999999999999,46.23,55.769999999999996,48.89999999999999,35.77000000000001,41.94,58.19,56.08,53.190000000000005,90.94,99.92,60.77000000000001,67.72999999999999,70.69,91.17,69.75999999999999,44.05,73.50999999999999,46.47,45.220000000000006,48.029999999999994,37.57000000000001,56.550000000000004,52.41,46.47,57.260000000000005,52.33,40.06,27.560000000000002,41.790000000000006
43.07,41.47,42.00999999999999,42.8,41.470000000000006,41.779999999999994,42.25,43.419999999999995,39.589999999999996,37.949999999999996,42.18,41.86000000000001,36.39,43.27,42.019999999999996,43.03,24.819999999999993,42.559999999999995,41.86000000000001,31.539999999999992,41.940000000000005,41.69999999999999,45.46,43.42999999999999,32.17,36.07,41.629999999999995,44.36,42.24999999999999,25.840000000000003,41.47,41.55,42.169999999999995,35.84,35.69,42.41,41.71000000000001,34.91,42.099999999999994,42.410000000000004,41.470000000000006,41.86,41.71000000000001,41.62,41.16,41.47,43.03,36.470000000000006,32.49000000000001,41.63000000000001,25.760000000000005,42.72,42.089999999999996,41.08,41.78,31.159999999999997,42.25,27.099999999999994,41.629999999999995,42.49000000000001,40.37,38.580000000000005,26.310000000000002,42.96,30.92,41.94,30.459999999999994,42.02,38.97,24.89999999999999,41.78,42.88,41.400000000000006,41.470000000000006,42.720000000000006,41.55000000000001,41.78,41.94,41.55,41.940000000000005,41.71000000000001,44.290000000000006,47.57,41.32000000000001,33.97,32.56,41.870000000000005,41.55,46.71000000000001,42.41000000000001,47.10000000000001,41.55,43.580000000000005,27.560000000000002,41.62,42.01,41.470000000000006,35.53,41.78,42.63999999999999,41.08,41.779999999999994,37.72,42.41,41.94,41.87,47.019999999999996,41.940000000000005,36.0,41.47,40.84,43.35000000000001,24.349999999999994,42.25,40.38000000000001,41.94,42.02000000000001,41.61999999999999,41.94,46.39,33.19,42.63999999999999,30.99000000000001,41.39,41.48,42.800000000000004,39.44,41.47,42.02000000000001,46.39,41.47,41.470000000000006,45.77,105.63,49.75,43.5,44.589999999999996,67.1,74.6,83.82,101.41,51.080000000000005,39.75,41.779999999999994,97.42,112.66,116.41,113.05,36.309999999999995,97.11,101.17,54.83,43.19,101.00999999999999,102.19,41.53999999999999,111.49,56.47,44.91000000000001,82.49,69.6,99.30000000000001,88.27000000000001,97.03,43.58,60.69,42.8,95.63,62.650000000000006,97.81,83.59,81.00999999999999,50.230000000000004,107.58,66.78,94.37,60.459999999999994,73.58,73.9,99.77000000000001,73.66,49.760000000000005,89.84,41.63,97.19,58.19,68.51,47.330000000000005,125.16,52.95,41.55,24.430000000000007,89.22,84.06,110.47,98.91,106.25,100.86,28.72999999999999,43.43000000000001,56.71000000000001,59.84,45.61000000000001,44.910000000000004,101.95,63.58,84.21,91.95,57.34,102.25999999999999,68.35,42.02000000000001,61.16,77.96000000000001,62.18000000000001,73.2,67.72999999999999,107.65,93.75,49.91,47.019999999999996,58.120000000000005,79.06,74.29,71.4,82.25999999999999,64.68,76.78999999999999,70.53999999999999,97.19,51.24000000000001,37.41,70.39000000000001,55.150000000000006,60.769999999999996,66.17,33.34,41.47,39.290000000000006,42.09,41.39000000000001,54.36000000000001,57.019999999999996,86.88,41.47,41.47,37.25,41.620000000000005,59.050000000000004,40.61,102.57,68.35,67.34,69.28,107.58,70.31,52.489999999999995,75.62,50.77000000000001,82.49000000000001,47.02,43.5,34.43000000000001,74.06,54.05,52.959999999999994,43.42,41.620000000000005,32.95,49.91
64.6,49.21000000000001,49.44,49.83,49.199999999999996,49.35999999999999,49.67,50.13999999999999,47.169999999999995,45.220000000000006,49.52,49.36000000000001,43.82000000000001,50.13999999999999,49.599999999999994,50.22,27.330000000000013,49.74999999999999,49.36000000000001,37.800000000000004,49.440000000000005,49.36,51.160000000000004,50.230000000000004,38.19,42.79,49.28,50.93000000000001,49.52,33.25999999999999,48.89,49.21000000000001,49.52,43.339999999999996,39.60000000000001,49.60000000000001,49.370000000000005,42.49000000000001,49.44,49.669999999999995,49.21,49.36,49.290000000000006,49.199999999999996,48.42999999999999,49.129999999999995,50.05999999999999,43.89000000000001,39.6,49.290000000000006,27.72,49.83,49.52,44.83,49.36,32.41,49.599999999999994,34.36,49.290000000000006,49.75,48.029999999999994,45.059999999999995,33.5,48.660000000000004,37.25,49.44,37.41,49.52,46.47,28.969999999999985,49.36,49.99,49.129999999999995,49.199999999999996,49.99,49.21000000000001,49.36,49.44,49.21000000000001,49.440000000000005,49.36,50.93000000000001,52.49,49.129999999999995,41.239999999999995,39.599999999999994,49.370000000000005,49.290000000000006,48.89,49.68000000000001,52.88000000000001,49.2,49.37,34.59,49.199999999999996,49.52,49.13,42.25,49.129999999999995,49.74999999999999,48.66,49.35999999999999,45.38000000000001,49.760000000000005,49.44,48.9,53.82,49.440000000000005,42.41,49.2,48.5,50.3,30.840000000000003,49.60000000000001,47.72,49.45,49.44,49.28,49.45,52.64,40.69,49.910000000000004,33.41999999999999,49.13000000000001,49.13,49.910000000000004,46.55,49.21000000000001,49.44,52.10000000000001,49.129999999999995,49.13,51.85999999999999,112.66,52.8,50.46,52.089999999999996,69.92,70.22,79.28999999999999,107.19,57.26,47.41000000000001,49.279999999999994,103.91,99.14,122.89,106.02000000000001,29.039999999999992,103.67,101.72,55.61,47.33,107.58,103.2,49.19999999999999,117.98,52.09,50.93000000000001,92.49,72.18,105.47,90.93,101.96000000000001,49.99000000000001,64.29,49.06,101.72,63.19,104.3,76.09,87.5,57.41,110.47,67.25,100.86,55.849999999999994,77.57,80.16,106.33,81.87,56.17,96.32,49.29,103.75,62.1,64.99000000000001,47.64000000000001,130.55,53.03,49.21000000000001,28.569999999999993,92.97,88.43,117.03,104.14,112.74,107.34,29.819999999999993,50.769999999999996,58.35000000000001,55.150000000000006,50.99999999999999,52.1,107.5,67.41,89.21,98.44,61.709999999999994,96.32,68.82,49.36,63.980000000000004,82.57,72.18,73.51,69.75999999999999,113.59,100.16,50.69,55.3,60.540000000000006,80.86,75.93,73.67,85.47,70.30000000000001,79.68,73.66,95.94,57.41000000000001,43.03,70.94,61.55,69.37,68.43,40.839999999999996,49.21000000000001,46.94,49.59,49.12,57.169999999999995,58.040000000000006,93.36,49.21000000000001,49.209999999999994,43.82000000000001,40.77000000000001,61.940000000000005,48.269999999999996,102.26,72.88,68.43,70.46000000000001,113.6,70.7,60.230000000000004,79.14000000000001,56.55000000000001,89.05000000000001,51.63,49.91,27.710000000000008,79.68,61.32000000000001,52.879999999999995,50.06,48.42,40.53,55.230000000000004
86.13,60.769999999999996,60.769999999999996,60.93000000000001,60.77,60.769999999999996,60.93000000000001,61.080000000000005,58.49999999999999,56.470000000000006,60.85,60.77,55.30000000000001,61.16,60.93,61.239999999999995,30.370000000000005,61.0,60.85,48.49999999999999,60.85,60.849999999999994,61.63,61.17,48.66,53.809999999999995,60.769999999999996,61.71000000000001,60.93,44.74999999999999,60.150000000000006,60.769999999999996,60.85,54.82999999999999,48.19,60.85000000000001,60.85,53.97,60.78,60.93,60.769999999999996,60.85000000000001,60.78,60.77,59.67999999999999,60.7,61.239999999999995,55.220000000000006,50.85,60.769999999999996,30.22,61.010000000000005,60.85,54.68000000000001,60.849999999999994,34.129999999999995,60.849999999999994,45.769999999999996,60.78,61.010000000000005,59.6,55.690000000000005,44.99,59.52,48.269999999999996,60.769999999999996,48.510000000000005,60.93,57.8,38.730000000000004,60.769999999999996,61.08,60.7,60.77,61.08,60.769999999999996,60.85000000000001,60.849999999999994,60.769999999999996,60.77,60.85000000000001,61.64,62.339999999999996,60.7,52.57000000000001,50.69,60.78,60.769999999999996,57.96000000000001,60.849999999999994,62.959999999999994,60.77000000000001,59.839999999999996,45.85000000000001,60.69,60.85,60.69,53.040000000000006,60.3,60.919999999999995,60.230000000000004,60.769999999999996,56.870000000000005,61.09,60.849999999999994,59.839999999999996,63.28,60.93,53.19,60.77000000000001,59.989999999999995,61.24,41.86000000000001,60.93000000000001,58.900000000000006,60.849999999999994,60.849999999999994,60.769999999999996,60.85,63.040000000000006,52.18000000000001,61.08,40.68,60.69000000000001,60.699999999999996,61.08,57.8,60.78,60.849999999999994,61.870000000000005,60.7,60.69,62.019999999999996,107.66,57.730000000000004,64.6,63.27,72.18,66.24000000000001,73.66,101.33,69.68,57.25,60.77,98.44,98.9,117.34,105.7,29.669999999999987,98.13,96.25,66.78999999999999,54.989999999999995,102.03,102.34,60.769999999999996,112.43,49.97999999999999,61.09,90.07,71.16,100.62,92.42,95.94,60.93000000000001,69.99,60.46,96.25,67.34,98.75,75.93,82.03,68.04,104.92,68.58,95.31,61.239999999999995,74.83,82.19,100.78,85.62,66.47999999999999,90.85,60.769999999999996,98.36,66.63,68.43,60.61000000000001,124.22,61.16,60.7,36.07,95.24,88.67,111.49000000000001,101.64,107.19,101.94999999999999,30.679999999999993,62.099999999999994,58.82000000000001,62.099999999999994,61.4,63.43,101.17,73.11,90.92999999999999,92.89,74.61,94.44999999999999,76.00999999999999,60.77000000000001,70.0,76.94,74.21000000000001,78.12,74.14,108.12,94.69,51.629999999999995,62.25,68.9,82.73,79.84,75.86,86.87,79.13,83.9,78.03999999999999,84.61,67.18,51.629999999999995,78.67000000000002,70.31,77.02000000000001,73.28,44.830000000000005,60.769999999999996,58.43,60.92,60.690000000000005,65.53999999999999,64.52,87.81,60.769999999999996,60.78,55.46000000000001,51.16000000000001,64.36,59.84,100.54,76.55,73.28,74.28999999999999,108.68,75.0,68.28,83.91,67.57000000000001,83.58,62.96,60.93000000000001,29.669999999999987,75.7,70.85,61.56,61.16,59.60000000000001,52.02000000000001,63.349999999999994
107.67,92.97,92.96,92.97,93.03999999999999,92.97,93.03999999999999,92.96000000000001,90.62,88.59,93.05000000000001,92.96000000000001,87.42,92.97,92.97,92.97,40.690000000000005,93.03999999999999,93.04,80.38,92.96000000000001,93.03999999999999,92.03,93.05,80.39,85.69999999999999,92.97,93.05,92.96000000000001,76.94,92.26,92.97,92.97,87.03,78.43,92.97,93.05,86.17,92.97,93.03999999999999,93.03999999999999,93.04,92.97,92.96000000000001,91.8,92.97,93.03999999999999,87.34,83.05000000000001,93.05,33.11,93.05,92.96000000000001,86.25,92.96,40.61,92.97,78.05,93.05,93.05,91.78999999999999,87.42,77.25999999999999,91.49000000000001,80.38,92.97,80.62,92.97,89.92,70.61999999999999,93.05,93.03999999999999,92.97,93.03999999999999,93.03999999999999,92.97,93.05,92.97,92.97,92.97,92.97,93.05,92.74000000000001,92.97,84.77000000000001,82.65,92.97,92.97,88.43,92.97,93.05,92.97,91.56,78.04,92.96000000000001,92.96000000000001,92.97,84.53,92.18,92.96000000000001,92.34,92.97,89.06,92.97,93.03999999999999,91.49000000000001,93.05,92.96000000000001,85.15,93.04,92.18,93.05000000000001,74.05,93.05,90.86,92.97,92.97,92.96,92.97,93.05,84.45,93.03999999999999,70.53999999999999,92.97,92.97,92.97,89.76,92.97,92.97,92.97,92.97,92.96000000000001,93.03999999999999,87.34,63.510000000000005,92.97,92.49000000000001,73.03999999999999,93.03999999999999,70.85,72.96000000000001,93.50999999999999,83.35,92.96000000000001,93.12,99.53,93.12,105.23,32.25,93.05,93.75,93.35,81.09,93.03999999999999,100.94,93.03999999999999,85.62,44.67,93.05,93.03999999999999,68.11,93.2,95.78,101.02000000000001,92.97,93.12,93.05,93.2,93.05,92.97,85.62,93.05,90.39,94.37,67.96000000000001,61.32000000000001,84.53,93.98,93.36,93.44,94.21000000000001,93.05,92.1,93.05,93.12,93.03999999999999,92.73,88.03999999999999,95.14999999999999,92.96000000000001,92.97,57.88,96.88,93.12,93.03999999999999,100.31,93.05,90.69999999999999,33.72999999999999,92.97,78.59,93.05,93.03999999999999,90.93,94.77000000000001,95.0,92.81,59.92,95.0,95.38999999999999,93.97999999999999,93.12,93.99000000000001,78.50999999999999,94.06,94.30000000000001,93.99000000000001,94.37,92.97,52.879999999999995,68.35000000000001,93.6,94.22,94.22,93.99000000000001,97.11,94.37,94.38,94.37,93.67,93.44,78.67,93.83000000000001,94.37,94.28999999999999,93.44,65.69,92.97,90.7,92.96000000000001,92.96,89.28999999999999,92.81,93.05,92.97,92.97,87.73,83.43,87.49000000000001,92.03,99.53,93.75,93.6,93.82,92.11,93.83,93.21000000000001,94.45,93.43,92.96000000000001,91.94999999999999,92.97,33.03,89.06,93.36,93.05,92.96,91.64,83.98,92.97
129.2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.65,95.62,100.0,100.0,94.45,100.0,100.0,100.0,47.71999999999999,100.0,100.0,87.34,100.0,100.0,98.99000000000001,100.0,87.34,92.72999999999999,100.0,100.0,100.0,83.97999999999999,99.3,100.0,100.0,94.06,85.39,100.0,100.0,93.2,100.0,100.0,100.0,100.0,100.0,100.0,98.75,100.0,100.0,94.37,90.0,100.0,36.63000000000001,100.0,100.0,93.2,100.0,46.239999999999995,100.0,85.0,100.0,100.0,98.82,94.37,84.30000000000001,98.44,87.34,100.0,87.58,100.0,96.95,77.64999999999999,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.69,100.0,91.72,89.69,100.0,100.0,95.39,100.0,100.0,100.0,98.52000000000001,85.0,100.0,100.0,100.0,91.56,99.22,100.0,99.38,100.0,96.09,100.0,100.0,98.52000000000001,100.0,100.0,92.11,100.0,99.22,100.0,81.09,100.0,97.89,100.0,100.0,100.0,100.0,100.0,91.48,100.0,77.57,100.0,100.0,100.0,96.8,100.0,100.0,100.0,100.0,100.0,100.0,85.15,66.48,100.0,100.0,73.75,100.0,77.73,71.64,100.0,91.48,100.0,100.0,93.9,100.0,100.0,36.07,100.0,100.0,100.0,87.97,100.0,100.0,100.0,92.42,44.50999999999999,100.0,100.0,68.19,97.42,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,91.01,100.0,100.0,100.0,68.11,59.129999999999995,91.32,100.0,100.0,100.0,100.0,100.0,98.98,100.0,100.0,100.0,99.53,94.99000000000001,93.50999999999999,100.0,100.0,65.46000000000001,100.0,98.43,100.0,100.0,100.0,83.03999999999999,37.709999999999994,100.0,85.62,100.0,100.0,97.81,100.0,100.0,93.59,64.45,100.0,100.0,100.0,100.0,100.0,83.35,100.0,100.0,100.0,100.0,99.61,54.519999999999996,72.41,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,84.92,97.35,100.0,100.0,100.0,72.8,100.0,97.74000000000001,100.0,100.0,96.17,100.0,100.0,100.0,100.0,94.69,90.31,94.53,99.07,100.0,100.0,100.0,100.0,95.39,100.0,100.0,100.0,100.0,100.0,98.97999999999999,100.0,36.93,95.08,100.0,100.0,100.0,98.67,91.01,100.0
