Frequency (Hz),Power (dB),44100.0000,2048,0,2.0000,0,L+R
0.00,-73.15
21.53,-60.80
43.07,-58.46
64.60,-55.96
86.13,-52.52
107.67,-51.03
129.20,-49.94
150.73,-48.92
172.27,-48.69
193.80,-50.17
215.33,-48.77
236.87,-47.20
258.40,-45.88
279.93,-47.67
301.46,-49.00
323.00,-46.89
344.53,-48.77
366.06,-50.25
387.60,-51.74
409.13,-51.89
430.66,-51.11
452.20,-53.61
473.73,-55.33
495.26,-55.25
516.80,-55.57
538.33,-55.80
559.86,-56.42
581.40,-55.33
602.93,-56.27
624.46,-57.91
646.00,-58.46
667.53,-57.75
689.06,-56.50
710.60,-58.22
732.13,-58.61
753.66,-57.83
775.20,-59.32
796.73,-59.55
818.26,-60.18
839.79,-59.39
861.33,-59.86
882.86,-61.19
904.39,-61.97
925.93,-61.89
947.46,-61.58
968.99,-63.61
990.53,-65.26
1012.06,-64.55
1033.59,-65.49
1055.13,-65.65
1076.66,-66.74
1098.19,-65.96
1119.73,-65.49
1141.26,-64.32
1162.79,-63.77
1184.33,-63.46
1205.86,-64.08
1227.39,-65.10
1248.93,-65.88
1270.46,-65.18
1291.99,-65.02
1313.53,-64.32
1335.06,-63.93
1356.59,-64.32
1378.13,-64.47
1399.66,-64.00
1421.19,-63.46
1442.72,-63.22
1464.26,-62.21
1485.79,-62.44
1507.32,-62.13
1528.86,-62.29
1550.39,-61.82
1571.92,-61.82
1593.46,-61.89
1614.99,-62.44
1636.52,-61.97
1658.06,-61.74
1679.59,-62.36
1701.12,-63.54
1722.66,-63.15
1744.19,-63.46
1765.72,-63.54
1787.26,-63.77
1808.79,-64.32
1830.32,-63.77
1851.86,-64.63
1873.39,-63.15
1894.92,-62.29
1916.46,-62.60
1937.99,-62.05
1959.52,-62.99
1981.05,-63.61
2002.59,-63.77
2024.12,-65.10
2045.65,-65.18
2067.19,-66.35
2088.72,-67.29
2110.25,-66.90
2131.79,-67.13
2153.32,-66.04
2174.85,-65.18
