Frequency (Hz),Power (dB),44100.0000,2048,0,2.0000,0,L+R
0.00,-80.26
21.53,-77.45
43.07,-71.82
64.60,-64.32
86.13,-52.99
107.67,-20.95
129.20,-13.91
150.73,-18.99
172.27,-50.64
193.80,-62.68
215.33,-70.33
236.87,-75.65
258.40,-78.77
279.93,-77.52
301.46,-73.07
323.00,-66.27
344.53,-55.88
366.06,-32.90
387.60,-23.68
409.13,-26.96
430.66,-48.77
452.20,-62.44
473.73,-70.96
495.26,-77.13
516.80,-81.35
538.33,-80.96
559.86,-76.20
581.40,-69.32
602.93,-59.32
624.46,-40.25
646.00,-28.68
667.53,-30.09
689.06,-46.97
710.60,-62.13
732.13,-71.04
753.66,-77.37
775.20,-81.74
796.73,-82.76
818.26,-78.85
839.79,-72.52
861.33,-63.30
882.86,-46.81
904.39,-32.36
925.93,-32.04
947.46,-45.56
968.99,-62.75
990.53,-72.37
1012.06,-79.09
1033.59,-84.09
1055.13,-86.51
1076.66,-83.38
1098.19,-77.29
1119.73,-68.54
1141.26,-53.85
1162.79,-35.64
1184.33,-33.61
1205.86,-44.31
1227.39,-64.47
1248.93,-74.55
1270.46,-81.51
1291.99,-86.67
1313.53,-90.03
1335.06,-89.25
1356.59,-83.93
1378.13,-75.88
1399.66,-62.75
1421.19,-38.69
1442.72,-34.94
1464.26,-43.30
1485.79,-68.38
1507.32,-79.24
1528.86,-86.51
1550.39,-91.90
1571.92,-96.04
1593.46,-98.78
1614.99,-99.09
1636.52,-93.54
1658.06,-82.60
1679.59,-41.89
1701.12,-36.19
1722.66,-42.52
1744.19,-83.38
1765.72,-94.25
1787.26,-100.73
1808.79,-103.00
1830.32,-100.73
1851.86,-96.75
1873.39,-91.43
1894.92,-84.09
1916.46,-73.07
1937.99,-45.17
1959.52,-37.51
1981.05,-41.97
2002.59,-69.16
2024.12,-81.74
2045.65,-89.64
2067.19,-94.95
2088.72,-96.12
2110.25,-92.84
2131.79,-87.68
2153.32,-80.65
2174.85,-70.33
2196.39,-48.84
2217.92,-38.92
2239.45,-41.58
2260.99,-61.50
2282.52,-75.57
2304.05,-84.24
2325.59,-90.34
2347.12,-94.09
2368.65,-92.53
2390.19,-87.60
2411.72,-80.81
2433.25,-71.04
2454.79,-52.99
2476.32,-40.48
2497.85,-41.42
2519.38,-57.05
2540.92,-72.84
2562.45,-81.90
2583.98,-88.31
2605.52,-92.76
2627.05,-93.23
2648.58,-89.09
2670.12,-82.76
2691.65,-73.62
2713.18,-57.83
2734.72,-42.28
2756.25,-41.42
2777.78,-53.92
2799.32,-71.98
2820.85,-81.74
2842.38,-88.54
2863.92,-93.54
2885.45,-95.97
2906.98,-92.84
2928.52,-86.74
2950.05,-78.15
2971.58,-64.08
2993.12,-44.23
3014.65,-41.58
3036.18,-51.50
3057.71,-72.91
3079.25,-83.31
3100.78,-90.34
3122.31,-95.58
3143.85,-99.17
3165.38,-99.01
3186.91,-93.93
3208.45,-86.12
3229.98,-73.46
3251.51,-46.42
3273.05,-41.97
3294.58,-49.70
3316.11,-77.45
3337.65,-88.46
3359.18,-95.81
3380.71,-101.28
3402.25,-105.34
3423.78,-108.00
3445.31,-107.14
3466.85,-100.97
3488.38,-90.26
3509.91,-48.92
3531.45,-42.59
3552.98,-48.30
3574.51,-89.56
3596.04,-100.50
3617.58,-106.67
3639.11,-106.98
3660.64,-104.41
3682.18,-100.34
3703.71,-94.95
3725.24,-87.68
3746.78,-76.90
3768.31,-51.74
3789.84,-43.37
3811.38,-47.20
3832.91,-71.35
3854.44,-84.48
3875.98,-92.61
3897.51,-98.23
3919.04,-100.34
3940.58,-97.45
3962.11,-92.29
3983.64,-85.34
4005.18,-75.26
4026.71,-55.10
4048.24,-44.39
4069.78,-46.42
4091.31,-64.71
4112.84,-79.32
4134.38,-88.15
4155.91,-94.32
4177.44,-98.31
4198.97,-97.22
4220.51,-92.45
